                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.63522,                 0.3893,                0.85858,                0.89089,                0.88647,                0.93062,                0.80085,                0.60766,                0.38749,                0.85416,              0.0083665,              0.0083665,              0.0083665
                     69,                0.64083,                 0.3947,                0.86208,                 0.8906,                0.88732,                0.93076,                0.80087,                0.60749,                0.38732,                0.85416,              0.0083418,              0.0083418,              0.0083418
                     70,                0.63528,                0.38589,                0.85733,                0.89132,                0.88701,                0.93081,                0.80128,                0.60732,                0.38748,                0.85406,               0.008317,               0.008317,               0.008317
                     71,                0.64139,                0.39898,                0.86238,                0.89041,                0.88783,                0.93083,                0.80088,                0.60732,                0.38767,                  0.854,              0.0082922,              0.0082922,              0.0082922
                     72,                0.63608,                 0.3914,                0.85945,                0.89007,                0.88775,                0.93076,                0.80102,                0.60714,                0.38763,                0.85396,              0.0082675,              0.0082675,              0.0082675
                     73,                0.63793,                0.38768,                0.85725,                0.89014,                0.88777,                0.93062,                0.80113,                0.60696,                 0.3875,                0.85384,              0.0082428,              0.0082428,              0.0082428
                     74,                0.63284,                0.38896,                0.86071,                0.88984,                0.88849,                 0.9305,                0.80113,                0.60695,                0.38745,                0.85386,               0.008218,               0.008218,               0.008218
                     75,                0.63652,                0.39196,                0.85966,                0.88887,                0.88992,                0.93033,                0.80101,                0.60682,                0.38774,                0.85378,              0.0081932,              0.0081932,              0.0081932
                     76,                0.63573,                0.38951,                0.85988,                0.88807,                 0.8903,                 0.9303,                0.80132,                0.60677,                0.38775,                0.85376,              0.0081685,              0.0081685,              0.0081685
                     77,                  0.627,                0.38263,                0.85593,                0.88466,                0.89399,                0.93032,                0.80087,                0.60666,                0.38777,                 0.8538,              0.0081437,              0.0081437,              0.0081437
                     78,                0.63376,                0.38766,                 0.8589,                 0.8866,                0.89158,                0.93032,                0.80113,                0.60673,                0.38785,                0.85382,               0.008119,               0.008119,               0.008119
                     79,                0.62918,                0.38481,                0.85936,                 0.8831,                0.89525,                0.93007,                0.80091,                0.60658,                0.38767,                0.85385,              0.0080942,              0.0080942,              0.0080942
                     80,                0.63025,                0.38555,                0.85795,                0.88354,                0.89428,                0.93023,                0.80103,                0.60654,                0.38797,                0.85385,              0.0080695,              0.0080695,              0.0080695
                     81,                0.62901,                0.38097,                0.85702,                0.88629,                0.89179,                0.93022,                0.80111,                0.60643,                0.38814,                0.85378,              0.0080447,              0.0080447,              0.0080447
                     82,                0.62841,                0.38233,                0.85626,                0.88594,                 0.8923,                0.93025,                0.80094,                0.60643,                0.38803,                0.85382,                0.00802,                0.00802,                0.00802
                     83,                0.62977,                0.38517,                0.85746,                0.88543,                0.89329,                0.93018,                0.80095,                0.60639,                0.38808,                0.85387,              0.0079953,              0.0079953,              0.0079953
                     84,                0.62988,                0.38128,                0.85772,                0.88461,                0.89457,                0.93031,                0.80128,                0.60638,                0.38822,                0.85387,              0.0079705,              0.0079705,              0.0079705
                     85,                0.62756,                 0.3822,                0.85597,                0.88407,                0.89528,                0.93022,                0.80136,                0.60621,                0.38816,                0.85385,              0.0079457,              0.0079457,              0.0079457
                     86,                 0.6314,                0.38317,                0.85716,                0.88304,                0.89671,                0.93019,                0.80144,                0.60623,                0.38846,                0.85381,               0.007921,               0.007921,               0.007921
