                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.63055,                0.37166,                0.84021,                0.91723,                0.87914,                0.94331,                0.80376,                0.59249,                0.33542,                0.82569,               0.004357,               0.004357,               0.004357
                     60,                0.62517,                0.37014,                0.83941,                0.91762,                0.87835,                0.94336,                0.80382,                0.59253,                0.33532,                0.82566,               0.004258,               0.004258,               0.004258
                     61,                0.62562,                0.36912,                0.84099,                0.91689,                0.88027,                0.94336,                0.80381,                0.59239,                0.33518,                0.82563,               0.004159,               0.004159,               0.004159
                     62,                0.62551,                0.36961,                0.84066,                 0.9179,                0.87928,                0.94329,                0.80391,                 0.5923,                0.33516,                0.82561,                0.00406,                0.00406,                0.00406
                     63,                0.62267,                0.36529,                0.83933,                 0.9169,                0.88039,                0.94308,                 0.8039,                0.59221,                0.33499,                0.82566,               0.003961,               0.003961,               0.003961
                     64,                0.62211,                0.36561,                0.83963,                0.91701,                0.88005,                0.94305,                0.80398,                0.59218,                0.33504,                0.82562,               0.003862,               0.003862,               0.003862
                     65,                0.62379,                0.36665,                0.83897,                0.91632,                0.88061,                0.94298,                 0.8041,                0.59217,                0.33489,                0.82553,               0.003763,               0.003763,               0.003763
                     66,                0.62137,                0.36339,                0.83935,                0.91588,                0.88116,                0.94301,                0.80403,                 0.5919,                0.33471,                0.82549,               0.003664,               0.003664,               0.003664
                     67,                0.62083,                0.36147,                0.83879,                0.91521,                0.88124,                0.94284,                0.80417,                0.59184,                 0.3347,                0.82549,               0.003565,               0.003565,               0.003565
                     68,                0.61582,                0.35849,                0.83859,                0.91468,                 0.8819,                0.94294,                0.80418,                0.59178,                0.33463,                0.82548,               0.003466,               0.003466,               0.003466
                     69,                0.61786,                0.36092,                0.83901,                0.91535,                0.88195,                0.94274,                0.80381,                0.59179,                0.33464,                0.82548,               0.003367,               0.003367,               0.003367
                     70,                0.61733,                0.36091,                0.83798,                0.91571,                0.88087,                0.94266,                0.80368,                0.59171,                0.33453,                0.82546,               0.003268,               0.003268,               0.003268
