                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 0.6509,                0.40343,                0.86287,                0.89745,                0.88284,                0.93206,                0.79988,                0.60906,                0.38688,                0.84985,               0.006535,               0.006535,               0.006535
                     38,                0.64596,                0.40483,                  0.864,                0.89655,                0.88615,                0.93366,                0.80154,                0.60773,                0.38333,                0.85205,               0.006436,               0.006436,               0.006436
                     39,                0.64297,                0.39784,                0.85997,                0.90082,                0.88716,                 0.9343,                 0.8018,                 0.6092,                0.38256,                0.85192,               0.006337,               0.006337,               0.006337
                     40,                0.64076,                0.39446,                0.85958,                0.89996,                0.88494,                0.93448,                0.80189,                0.60827,                0.38291,                0.85211,               0.006238,               0.006238,               0.006238
                     41,                0.64152,                0.39682,                 0.8605,                0.89169,                 0.8882,                0.93331,                0.80056,                0.60768,                0.38509,                0.85121,               0.006139,               0.006139,               0.006139
                     42,                0.63946,                0.39569,                0.86077,                0.89851,                 0.8848,                0.93288,                0.80096,                0.60767,                0.38355,                0.85183,                0.00604,                0.00604,                0.00604
                     43,                0.63598,                0.39043,                0.85841,                0.89695,                0.88656,                0.93324,                0.80133,                0.60764,                0.38339,                0.85213,               0.005941,               0.005941,               0.005941
                     44,                0.63228,                 0.3877,                0.85577,                0.89335,                0.88923,                0.93132,                0.80014,                0.60713,                0.38426,                0.85094,               0.005842,               0.005842,               0.005842
                     45,                 0.6332,                0.38969,                0.85863,                0.89744,                  0.884,                0.93219,                  0.801,                0.60661,                 0.3836,                0.85073,               0.005743,               0.005743,               0.005743
                     46,                0.63246,                0.38679,                0.85831,                0.89494,                0.88736,                0.93132,                0.80027,                0.60573,                0.38367,                0.85075,               0.005644,               0.005644,               0.005644
                     47,                 0.6323,                0.38519,                0.85735,                0.89258,                0.88839,                0.92974,                0.79939,                0.60587,                0.38486,                0.85105,               0.005545,               0.005545,               0.005545
                     48,                0.63032,                0.38715,                0.85824,                0.89392,                0.88676,                0.92963,                0.79922,                 0.6068,                0.38459,                 0.8517,               0.005446,               0.005446,               0.005446
                     49,                0.62574,                0.38437,                0.85604,                0.89308,                0.88516,                0.92938,                0.79898,                0.60741,                0.38494,                0.85168,               0.005347,               0.005347,               0.005347
                     50,                 0.6253,                0.38305,                0.85447,                0.89135,                0.88791,                0.92946,                0.79856,                0.60716,                 0.3855,                0.85146,               0.005248,               0.005248,               0.005248
                     51,                0.62479,                0.38142,                0.85558,                 0.8927,                0.88821,                0.92901,                0.79847,                0.60715,                0.38537,                0.85146,               0.005149,               0.005149,               0.005149
                     52,                0.62066,                0.37811,                0.85532,                0.89219,                0.88839,                0.92899,                0.79866,                0.60668,                0.38565,                0.85125,                0.00505,                0.00505,                0.00505
                     53,                0.62949,                0.38394,                0.85819,                0.89058,                0.88919,                0.92833,                0.79829,                0.60692,                0.38687,                0.85145,               0.004951,               0.004951,               0.004951
                     54,                0.62765,                0.38357,                0.85666,                0.89032,                0.88934,                0.92842,                0.79858,                0.60678,                0.38696,                0.85128,               0.004852,               0.004852,               0.004852
                     55,                0.62396,                0.37978,                0.85661,                0.88978,                0.88949,                0.92846,                0.79877,                0.60711,                0.38717,                 0.8515,               0.004753,               0.004753,               0.004753
                     56,                0.62369,                0.38085,                0.85904,                0.89354,                0.88638,                0.92851,                0.79861,                0.60741,                 0.3876,                0.85182,               0.004654,               0.004654,               0.004654
                     57,                0.61307,                0.36936,                0.85396,                0.89213,                0.88706,                0.92829,                0.79846,                0.60753,                0.38837,                 0.8522,               0.004555,               0.004555,               0.004555
                     58,                 0.6141,                0.36881,                0.85397,                0.88911,                 0.8898,                0.92825,                0.79842,                0.60713,                0.38855,                0.85229,               0.004456,               0.004456,               0.004456
                     59,                0.61011,                0.36937,                 0.8499,                0.88853,                0.88944,                  0.928,                0.79832,                0.60706,                0.38894,                0.85218,               0.004357,               0.004357,               0.004357
                     60,                0.61678,                0.37264,                0.85232,                0.88571,                0.89028,                0.92772,                0.79834,                0.60729,                0.38971,                0.85207,               0.004258,               0.004258,               0.004258
                     61,                0.61234,                0.36916,                0.85082,                0.89133,                0.88435,                0.92779,                0.79855,                0.60717,                0.38998,                0.85199,               0.004159,               0.004159,               0.004159
                     62,                0.61235,                0.36676,                0.85243,                0.89228,                0.88414,                 0.9276,                0.79841,                0.60722,                0.39047,                0.85188,                0.00406,                0.00406,                0.00406
                     63,                0.60747,                0.36003,                0.84807,                0.89282,                0.88345,                0.92757,                0.79813,                 0.6073,                0.39066,                0.85188,               0.003961,               0.003961,               0.003961
                     64,                0.61183,                0.36512,                0.85108,                0.89558,                0.88057,                0.92775,                0.79839,                0.60724,                0.39011,                0.85174,               0.003862,               0.003862,               0.003862
                     65,                0.60165,                0.35673,                0.84745,                0.89324,                 0.8826,                0.92754,                0.79812,                0.60731,                0.39076,                0.85172,               0.003763,               0.003763,               0.003763
